Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/15  12:00:00,47776004.93,0,0,0,0,4597200
 01/15  13:00:00,47776004.93,0,0,0,0,4597200
 01/15  14:00:00,47776004.93,0,0,0,0,4597200
 01/15  15:00:00,47795486.78,0,0,0,0,4597200
 01/15  16:00:00,47943917.95,0,0,0,0,4597200
 01/15  17:00:00,63583674.72,0,0,0,0,4597200
 01/15  18:00:00,78390468.94,0,0,0,0,4597200
 01/15  19:00:00,71353669.09,0,0,0,0,4597200
 01/15  20:00:00,71353768.12,0,0,0,0,4597200
 01/15  21:00:00,75336140.16,38435655.34,1767008.042,0,0,4597200
 01/15  22:00:00,76468597.47,44288231.82,2899465.344,0,0,4597200
 01/15  23:00:00,77382451.99,42952800.75,3813319.868,0,0,4597200
 01/15  24:00:00,82595405.72,66446178.61,7918591.599,0,0,4597200
 01/16  01:00:00,72451805.48,70624397.02,8092465.35,0,0,4597200
 01/16  02:00:00,70769426.09,49432286.31,7517767.971,0,0,4597200
 01/16  03:00:00,80466375.6,77335526.91,16107035.48,0,0,4597200
 01/16  04:00:00,77544561.63,74524715.58,13185221.51,0,0,4597200
 01/16  05:00:00,73830729.41,47999378.59,10579071.28,0,0,4597200
 01/16  06:00:00,83260770.56,71619020.07,18901430.43,0,0,4597200
 01/16  07:00:00,95219525.12,69917509.91,13505885.14,0,0,4597200
 01/16  08:00:00,67490505.08,45570161.76,9190027.48,0,0,4597200
 01/16  09:00:00,60362275.19,61860116.07,9195146.189,0,0,4597200
 01/16  10:00:00,53216489.94,34404815.27,3225119.494,0,0,4597200
